time(s), x(g), y(g), z(g)

8467, 0.10, -1.07, -0.10

8520, 0.10, -1.06, -0.11

8573, 0.11, -1.06, -0.10

8627, 0.11, -1.07, -0.11

8680, 0.11, -1.07, -0.10

8733, 0.10, -1.06, -0.10

8786, 0.10, -1.06, -0.10

8840, 0.11, -1.06, -0.10

8893, 0.10, -1.06, -0.11

8946, 0.10, -1.07, -0.10

9000, 0.10, -1.06, -0.10

9054, 0.10, -1.06, -0.11

9107, 0.11, -1.06, -0.10

9160, 0.11, -1.07, -0.10

9213, 0.10, -1.06, -0.11

9267, 0.10, -1.06, -0.10

9320, 0.10, -1.06, -0.10

9373, 0.10, -1.06, -0.10

9426, 0.11, -1.06, -0.10

9480, 0.10, -1.07, -0.10

9533, 0.11, -1.07, -0.11

9586, 0.10, -1.07, -0.10

9639, 0.10, -1.07, -0.11

9694, 0.10, -1.06, -0.10

9747, 0.10, -1.06, -0.11

9800, 0.10, -1.07, -0.10

9853, 0.10, -1.06, -0.10

9907, 0.10, -1.06, -0.10

9960, 0.11, -1.07, -0.11

10013, 0.10, -1.06, -0.10

10066, 0.11, -1.07, -0.11

10120, 0.10, -1.06, -0.11

10173, 0.10, -1.07, -0.10

10227, 0.11, -1.06, -0.11

10280, 0.10, -1.06, -0.10

10334, 0.11, -1.06, -0.10

10387, 0.11, -1.07, -0.10

10440, 0.10, -1.06, -0.10

10493, 0.10, -1.06, -0.10

10547, 0.11, -1.07, -0.11

10600, 0.11, -1.06, -0.10

10653, 0.10, -1.07, -0.10

10707, 0.10, -1.06, -0.11

10761, 0.10, -1.06, -0.10

10814, 0.11, -1.06, -0.10

10867, 0.11, -1.07, -0.10

10920, 0.11, -1.07, -0.10

10974, 0.10, -1.07, -0.09

11027, 0.11, -1.06, -0.10

11080, 0.10, -1.06, -0.10

11134, 0.11, -1.07, -0.09

11188, 0.10, -1.06, -0.10

11241, 0.10, -1.06, -0.10

11294, 0.10, -1.06, -0.10

11347, 0.10, -1.07, -0.10

11401, 0.10, -1.06, -0.10

11454, 0.10, -1.07, -0.10

11507, 0.11, -1.06, -0.11

11561, 0.11, -1.07, -0.10

11615, 0.10, -1.06, -0.11

11668, 0.10, -1.06, -0.10

11721, 0.10, -1.07, -0.10

11774, 0.10, -1.06, -0.10

11828, 0.10, -1.06, -0.10

11881, 0.11, -1.07, -0.11

11934, 0.10, -1.06, -0.10

11987, 0.11, -1.07, -0.10

12042, 0.11, -1.07, -0.10

12095, 0.10, -1.06, -0.10

12148, 0.10, -1.06, -0.11

12201, 0.11, -1.06, -0.11

12255, 0.11, -1.07, -0.10

12308, 0.11, -1.06, -0.10

12361, 0.11, -1.07, -0.11

12414, 0.10, -1.06, -0.10

12469, 0.10, -1.06, -0.10

12522, 0.10, -1.06, -0.10

12575, 0.11, -1.06, -0.11

12628, 0.11, -1.07, -0.11

12682, 0.10, -1.07, -0.10

12735, 0.11, -1.06, -0.10

12788, 0.10, -1.06, -0.10

12841, 0.10, -1.06, -0.11

12896, 0.10, -1.07, -0.10

12949, 0.11, -1.06, -0.10

13002, 0.10, -1.06, -0.10

13056, 0.11, -1.06, -0.11

13109, 0.10, -1.07, -0.11

13162, 0.10, -1.06, -0.11

13215, 0.11, -1.07, -0.10

13268, 0.10, -1.06, -0.10

13323, 0.10, -1.06, -0.10

13376, 0.10, -1.06, -0.11

13429, 0.10, -1.06, -0.10

13483, 0.10, -1.07, -0.10

13536, 0.10, -1.06, -0.10

13589, 0.11, -1.06, -0.10

13642, 0.11, -1.07, -0.10

13696, 0.11, -1.06, -0.11

13750, 0.10, -1.07, -0.10

13803, 0.11, -1.07, -0.10

13856, 0.10, -1.07, -0.10

13910, 0.11, -1.07, -0.11

13963, 0.11, -1.06, -0.10

14016, 0.11, -1.07, -0.10

14069, 0.10, -1.07, -0.10

14123, 0.11, -1.06, -0.10

14177, 0.11, -1.07, -0.11

14230, 0.10, -1.06, -0.10

14283, 0.10, -1.06, -0.11

14337, 0.10, -1.06, -0.10

14390, 0.11, -1.06, -0.10

14443, 0.11, -1.07, -0.10

14496, 0.11, -1.07, -0.10

14550, 0.11, -1.06, -0.10

14603, 0.10, -1.07, -0.09

