time(s), x(g), y(g), z(g)
13109, 0.02, -1.07, -0.12

13162, 0.02, -1.07, -0.12

13215, 0.02, -1.07, -0.12

13268, 0.02, -1.07, -0.12

13322, 0.02, -1.07, -0.12

13375, 0.02, -1.07, -0.11

13428, 0.02, -1.07, -0.11

13483, 0.02, -1.07, -0.12

13536, 0.02, -1.07, -0.12

13589, 0.02, -1.07, -0.12

13642, 0.02, -1.07, -0.11

13696, 0.02, -1.07, -0.12

13749, 0.02, -1.07, -0.12

13802, 0.03, -1.07, -0.12

13855, 0.02, -1.07, -0.11

13908, 0.02, -1.07, -0.12

13963, 0.02, -1.07, -0.12

14016, 0.02, -1.07, -0.12

14069, 0.02, -1.07, -0.12

14123, 0.02, -1.07, -0.12

14176, 0.02, -1.07, -0.12

14229, 0.02, -1.07, -0.11

14282, 0.03, -1.07, -0.12

14336, 0.03, -1.07, -0.12

14390, 0.02, -1.07, -0.12

14443, 0.03, -1.07, -0.12

14496, 0.02, -1.07, -0.11

14550, 0.02, -1.07, -0.12

14603, 0.02, -1.07, -0.12

14656, 0.02, -1.07, -0.12

14709, 0.02, -1.07, -0.12

14763, 0.02, -1.07, -0.12

14817, 0.02, -1.07, -0.12

14870, 0.02, -1.07, -0.12

14923, 0.02, -1.07, -0.11

14977, 0.02, -1.06, -0.12

15030, 0.02, -1.07, -0.12

15083, 0.02, -1.07, -0.11

15136, 0.02, -1.07, -0.12

15190, 0.02, -1.07, -0.11

15244, 0.02, -1.07, -0.12

15297, 0.02, -1.07, -0.12

15350, 0.02, -1.07, -0.12

15404, 0.02, -1.07, -0.12

15457, 0.02, -1.07, -0.11

15510, 0.02, -1.07, -0.12

15563, 0.02, -1.07, -0.12

15617, 0.02, -1.07, -0.12

15670, 0.02, -1.07, -0.12

15724, 0.03, -1.07, -0.12

15777, 0.02, -1.07, -0.12

15831, 0.02, -1.07, -0.12

15884, 0.02, -1.07, -0.11

15937, 0.02, -1.07, -0.12

15990, 0.02, -1.07, -0.12

16044, 0.02, -1.07, -0.12

16097, 0.02, -1.07, -0.12

16151, 0.02, -1.07, -0.12

16204, 0.03, -1.07, -0.12

16258, 0.02, -1.07, -0.12

16311, 0.02, -1.07, -0.12

16364, 0.02, -1.07, -0.12

16417, 0.02, -1.07, -0.12

16471, 0.02, -1.07, -0.12

16524, 0.02, -1.07, -0.12

16578, 0.02, -1.07, -0.12

16631, 0.02, -1.07, -0.12

16685, 0.03, -1.07, -0.12

16738, 0.02, -1.07, -0.12

16791, 0.02, -1.07, -0.12

16844, 0.02, -1.07, -0.12

16898, 0.02, -1.07, -0.11

16951, 0.02, -1.07, -0.12

17004, 0.02, -1.07, -0.11

17058, 0.03, -1.07, -0.11

