time(s), x(g), y(g), z(g)
time(s), x(g), y(g), z(g)
5964, 0.16, -0.04, 0.88

6267, 0.16, -0.04, 0.89

6571, 0.16, -0.03, 0.89

time(s), x(g), y(g), z(g)
7178, 0.16, -0.04, 0.89

7481, 0.16, -0.04, 0.89

