time(s), x(g), y(g), z(g)
-17710, -0.03, -0.07, 0.89

-17406, -0.03, -0.08, 0.89

-17102, -0.04, -0.07, 0.90

-16799, -0.03, -0.07, 0.90

-16496, -0.03, -0.08, 0.90

-16193, -0.03, -0.07, 0.89

-15889, -0.03, -0.08, 0.89

-15586, -0.03, -0.08, 0.89

-15283, -0.03, -0.07, 0.90

-14980, -0.03, -0.08, 0.89

-14675, -0.03, -0.08, 0.89

-14372, -0.03, -0.08, 0.89

-14069, -0.04, -0.07, 0.90

-13766, -0.03, -0.07, 0.89

-13462, -0.03, -0.07, 0.90

-13159, -0.03, -0.07, 0.90

-12856, -0.03, -0.07, 0.89

-12553, -0.03, -0.07, 0.89

-12249, -0.03, -0.08, 0.89

-11945, -0.03, -0.08, 0.89

-11642, -0.03, -0.08, 0.90

-11339, -0.03, -0.08, 0.90

-11035, -0.02, -0.08, 0.89

-10732, -0.03, -0.07, 0.89

-10429, -0.03, -0.08, 0.89

-10126, -0.03, -0.07, 0.90

-9822, -0.03, -0.08, 0.90

-9519, -0.04, -0.08, 0.90

-9215, -0.03, -0.07, 0.89

-8912, -0.03, -0.08, 0.89

-8608, -0.03, -0.08, 0.89

-8305, -0.03, -0.08, 0.90

-8002, -0.03, -0.08, 0.89

-7699, -0.03, -0.07, 0.90

-7396, -0.03, -0.08, 0.90

-7092, -0.03, -0.08, 0.90

-6789, -0.03, -0.08, 0.90

-6485, -0.03, -0.08, 0.90

-6182, -0.03, -0.07, 0.89

-5879, -0.03, -0.07, 0.90

-5575, -0.03, -0.08, 0.89

-5272, -0.03, -0.07, 0.90

-4969, -0.03, -0.07, 0.90

-4666, -0.03, -0.08, 0.89

-4363, -0.03, -0.08, 0.90

-4059, -0.03, -0.08, 0.89

-3756, -0.03, -0.08, 0.90

-3452, -0.03, -0.08, 0.89

-3149, -0.03, -0.08, 0.89

-2846, -0.03, -0.08, 0.90

-2542, -0.03, -0.08, 0.89

-2239, -0.03, -0.08, 0.90

-1936, -0.03, -0.07, 0.90

-1633, -0.03, -0.07, 0.90

-1330, -0.03, -0.08, 0.89

-1026, -0.03, -0.07, 0.90

-722, -0.03, -0.08, 0.89

-419, -0.03, -0.07, 0.89

-116, -0.03, -0.08, 0.89

187, -0.03, -0.07, 0.90

490, -0.03, -0.08, 0.90

794, -0.03, -0.08, 0.89

1097, -0.03, -0.08, 0.90

1400, -0.02, -0.08, 0.90

1703, -0.03, -0.08, 0.90

2007, -0.03, -0.08, 0.89

2311, -0.03, -0.07, 0.90

2614, -0.03, -0.07, 0.89

2917, -0.03, -0.08, 0.89

3220, -0.03, -0.07, 0.89

3523, -0.03, -0.08, 0.89

3827, -0.03, -0.07, 0.90

4130, -0.03, -0.08, 0.89

4433, -0.03, -0.07, 0.90

4737, -0.03, -0.08, 0.90

5040, -0.03, -0.08, 0.89

5344, -0.03, -0.08, 0.89

5647, -0.03, -0.08, 0.90

5950, -0.03, -0.08, 0.89

6253, -0.03, -0.07, 0.89

6556, -0.03, -0.08, 0.90

6859, -0.03, -0.07, 0.89

7163, -0.03, -0.08, 0.89

7467, -0.03, -0.08, 0.89

7770, -0.03, -0.08, 0.89

8073, -0.03, -0.07, 0.90

8376, -0.03, -0.07, 0.90

8680, -0.02, -0.08, 0.89

8983, -0.03, -0.07, 0.90

9286, -0.03, -0.08, 0.89

9589, -0.03, -0.07, 0.89

9892, -0.03, -0.08, 0.90

10196, -0.03, -0.08, 0.90

10500, -0.03, -0.08, 0.89

10803, -0.03, -0.07, 0.89

11106, -0.03, -0.08, 0.90

11410, -0.03, -0.08, 0.89

11713, -0.03, -0.08, 0.89

12016, -0.03, -0.08, 0.89

12319, -0.03, -0.08, 0.89

12623, -0.03, -0.07, 0.90

12926, -0.03, -0.08, 0.90

13230, -0.03, -0.08, 0.89

13533, -0.03, -0.07, 0.89

13837, -0.03, -0.07, 0.89

14140, -0.03, -0.07, 0.90

14443, -0.02, -0.08, 0.90

14746, -0.03, -0.08, 0.89

15050, -0.03, -0.08, 0.89

15353, -0.03, -0.08, 0.90

15656, -0.03, -0.08, 0.90

15960, -0.03, -0.07, 0.89

16263, -0.03, -0.08, 0.90

16567, -0.03, -0.07, 0.90

16870, -0.03, -0.07, 0.89

17173, -0.03, -0.08, 0.90

17476, -0.03, -0.07, 0.90

17780, -0.03, -0.08, 0.90

18083, -0.02, -0.08, 0.90

18386, -0.03, -0.08, 0.89

18690, -0.03, -0.08, 0.90

18994, -0.03, -0.07, 0.89

19297, -0.03, -0.08, 0.90

19600, -0.03, -0.08, 0.90

19903, -0.03, -0.08, 0.89

20207, -0.03, -0.07, 0.89

20510, -0.03, -0.08, 0.89

20813, -0.03, -0.07, 0.90

21116, -0.03, -0.07, 0.90

21421, -0.03, -0.07, 0.89

21724, -0.04, -0.07, 0.89

22027, -0.03, -0.07, 0.89

22330, -0.03, -0.08, 0.89

22634, -0.03, -0.08, 0.89

22937, -0.03, -0.07, 0.89

23240, -0.03, -0.08, 0.89

23543, -0.03, -0.07, 0.89

23847, -0.03, -0.08, 0.90

24151, -0.03, -0.08, 0.90

24454, -0.03, -0.07, 0.89

24757, -0.03, -0.07, 0.90

25060, -0.03, -0.08, 0.90

25364, -0.03, -0.07, 0.89

25667, -0.03, -0.08, 0.90

25970, -0.03, -0.08, 0.89

26273, -0.03, -0.08, 0.89

26577, -0.03, -0.07, 0.90

26881, -0.03, -0.08, 0.90

27184, -0.03, -0.08, 0.89

27487, -0.03, -0.08, 0.90

27791, -0.03, -0.08, 0.89

28094, -0.03, -0.07, 0.89

28397, -0.03, -0.07, 0.90

28700, -0.03, -0.08, 0.90

29004, -0.03, -0.08, 0.89

29307, -0.03, -0.07, 0.89

29611, -0.03, -0.08, 0.89

29914, -0.03, -0.07, 0.89

30218, -0.03, -0.08, 0.89

30521, -0.03, -0.08, 0.90

30824, -0.03, -0.07, 0.90

31127, -0.03, -0.07, 0.90

31431, -0.03, -0.07, 0.89

31734, -0.03, -0.07, 0.90

32037, -0.03, -0.07, 0.90

32340, -0.03, -0.07, 0.89

32645, -0.03, -0.07, 0.89

-32588, -0.03, -0.08, 0.89

-32285, -0.03, -0.08, 0.90

-31982, -0.03, -0.08, 0.89

-31678, -0.03, -0.08, 0.90

-31375, -0.03, -0.08, 0.90

-31072, -0.03, -0.08, 0.89

-30769, -0.03, -0.08, 0.90

-30464, -0.03, -0.07, 0.89

-30161, -0.03, -0.08, 0.89

-29858, -0.03, -0.08, 0.90

-29555, -0.03, -0.07, 0.90

-29252, -0.03, -0.07, 0.89

-28948, -0.03, -0.08, 0.89

-28645, -0.03, -0.08, 0.89

-28342, -0.03, -0.07, 0.90

-28039, -0.03, -0.07, 0.89

-27735, -0.03, -0.08, 0.90

-27431, -0.03, -0.08, 0.89

-27128, -0.02, -0.07, 0.90

-26825, -0.03, -0.08, 0.90

-26521, -0.03, -0.07, 0.90

-26218, -0.03, -0.07, 0.90

-25915, -0.03, -0.07, 0.90

-25612, -0.03, -0.07, 0.89

-25308, -0.03, -0.08, 0.89

-25005, -0.03, -0.08, 0.90

-24701, -0.03, -0.08, 0.89

-24398, -0.02, -0.07, 0.89

-24094, -0.02, -0.08, 0.90

-23791, -0.02, -0.07, 0.90

-23488, -0.03, -0.07, 0.90

-23185, -0.03, -0.08, 0.89

-22881, -0.02, -0.08, 0.90

-22578, -0.03, -0.08, 0.89

-22275, -0.03, -0.08, 0.90

-21971, -0.03, -0.07, 0.90

-21667, -0.03, -0.07, 0.89

-21364, -0.02, -0.08, 0.89

-21061, -0.03, -0.07, 0.90

-20758, -0.02, -0.07, 0.90

-20454, -0.03, -0.08, 0.89

-20151, -0.03, -0.08, 0.90

-19848, -0.03, -0.08, 0.90

-19545, -0.03, -0.07, 0.90

-19240, -0.03, -0.08, 0.90

-18937, -0.03, -0.08, 0.89

-18634, -0.03, -0.08, 0.89

-18331, -0.03, -0.07, 0.90

-18027, -0.03, -0.07, 0.90

-17724, -0.03, -0.08, 0.91

-17421, -0.03, -0.08, 0.89

-17118, -0.04, -0.07, 0.90

-16814, -0.03, -0.08, 0.90

-16510, -0.03, -0.07, 0.90

-16207, -0.03, -0.08, 0.89

-15904, -0.03, -0.07, 0.89

-15600, -0.03, -0.07, 0.90

-15297, -0.03, -0.07, 0.89

-14994, -0.02, -0.08, 0.90

-14691, -0.03, -0.08, 0.90

-14387, -0.03, -0.08, 0.89

-14084, -0.03, -0.08, 0.89

-13780, -0.03, -0.07, 0.90

-13477, -0.02, -0.08, 0.90

-13173, -0.04, -0.07, 0.89

-12870, -0.03, -0.08, 0.90

-12567, -0.04, -0.07, 0.89

-12264, -0.03, -0.08, 0.89

-11960, -0.02, -0.08, 0.89

-11657, -0.03, -0.07, 0.89

-11354, -0.03, -0.07, 0.89

-11050, -0.03, -0.07, 0.90

-10746, -0.03, -0.07, 0.91

-10443, -0.03, -0.08, 0.90

-10140, -0.03, -0.07, 0.90

-9837, -0.03, -0.08, 0.90

-9533, -0.03, -0.07, 0.90

-9230, -0.03, -0.08, 0.89

-8927, -0.03, -0.08, 0.90

-8624, -0.03, -0.07, 0.89

-8320, -0.03, -0.08, 0.89

-8016, -0.03, -0.08, 0.89

-7713, -0.03, -0.08, 0.89

-7410, -0.02, -0.08, 0.89

-7107, -0.03, -0.08, 0.89

-6804, -0.03, -0.07, 0.90

-6500, -0.04, -0.08, 0.89

-6197, -0.03, -0.07, 0.90

-5894, -0.03, -0.07, 0.90

-5591, -0.03, -0.08, 0.89

-5286, -0.03, -0.08, 0.90

-4983, -0.03, -0.08, 0.90

-4680, -0.03, -0.07, 0.90

-4377, -0.03, -0.07, 0.90

-4074, -0.03, -0.07, 0.89

-3770, -0.03, -0.07, 0.90

-3467, -0.03, -0.08, 0.89

-3164, -0.03, -0.07, 0.89

-2861, -0.03, -0.07, 0.90

-2557, -0.03, -0.08, 0.89

-2253, -0.03, -0.07, 0.89

-1950, -0.03, -0.08, 0.90

-1647, -0.03, -0.08, 0.90

-1344, -0.03, -0.08, 0.89

-1041, -0.03, -0.08, 0.90

-737, -0.03, -0.08, 0.89

-434, -0.03, -0.08, 0.89

-131, -0.03, -0.07, 0.89

173, -0.03, -0.08, 0.89

476, -0.03, -0.07, 0.89

779, -0.03, -0.08, 0.89

1083, -0.03, -0.07, 0.89

1386, -0.03, -0.07, 0.89

1689, -0.04, -0.07, 0.90

1992, -0.03, -0.08, 0.90

2295, -0.03, -0.08, 0.90

2598, -0.03, -0.08, 0.90

2903, -0.03, -0.07, 0.89

3206, -0.03, -0.08, 0.89

3509, -0.03, -0.08, 0.90

3812, -0.02, -0.08, 0.90

4115, -0.03, -0.08, 0.89

4419, -0.03, -0.08, 0.89

4722, -0.03, -0.08, 0.89

5025, -0.02, -0.07, 0.90

5328, -0.03, -0.07, 0.89

5632, -0.03, -0.07, 0.90

5936, -0.03, -0.08, 0.89

6239, -0.03, -0.07, 0.90

6542, -0.03, -0.08, 0.90

6845, -0.03, -0.08, 0.90

7148, -0.02, -0.07, 0.90

7452, -0.03, -0.07, 0.89

7755, -0.03, -0.07, 0.90

8058, -0.03, -0.08, 0.89

8361, -0.03, -0.08, 0.90

8665, -0.03, -0.07, 0.89

8969, -0.03, -0.08, 0.89

9272, -0.03, -0.08, 0.89

9575, -0.03, -0.07, 0.89

9878, -0.03, -0.08, 0.89

10181, -0.03, -0.07, 0.89

10485, -0.03, -0.07, 0.89

10788, -0.03, -0.07, 0.89

11091, -0.03, -0.07, 0.90

11395, -0.03, -0.07, 0.89

11699, -0.03, -0.07, 0.89

12002, -0.03, -0.07, 0.89

12305, -0.03, -0.07, 0.90

12608, -0.03, -0.08, 0.89

12912, -0.03, -0.08, 0.90

13215, -0.03, -0.07, 0.89

13518, -0.03, -0.07, 0.89

13821, -0.03, -0.07, 0.90

14126, -0.03, -0.07, 0.90

14429, -0.03, -0.07, 0.90

14732, -0.03, -0.08, 0.89

15035, -0.03, -0.08, 0.89

15339, -0.03, -0.08, 0.89

15642, -0.02, -0.08, 0.90

15945, -0.03, -0.08, 0.90

16248, -0.03, -0.08, 0.90

16552, -0.03, -0.07, 0.90

16856, -0.03, -0.08, 0.89

17159, -0.03, -0.08, 0.90

17462, -0.03, -0.07, 0.89

17765, -0.03, -0.08, 0.90

18069, -0.03, -0.08, 0.89

18372, -0.03, -0.07, 0.89

18675, -0.03, -0.08, 0.90

18978, -0.03, -0.08, 0.89

19282, -0.03, -0.08, 0.89

19586, -0.03, -0.08, 0.89

19889, -0.03, -0.08, 0.89

20192, -0.03, -0.08, 0.89

20496, -0.03, -0.07, 0.90

20799, -0.03, -0.07, 0.89

21102, -0.03, -0.07, 0.90

21405, -0.03, -0.07, 0.91

21709, -0.03, -0.07, 0.90

22012, -0.03, -0.07, 0.90

22316, -0.03, -0.07, 0.89

22619, -0.03, -0.07, 0.90

22923, -0.03, -0.08, 0.89

23226, -0.03, -0.07, 0.90

23529, -0.03, -0.07, 0.89

23832, -0.03, -0.08, 0.90

24136, -0.03, -0.08, 0.89

24439, -0.03, -0.07, 0.89

24742, -0.02, -0.08, 0.90

25046, -0.03, -0.08, 0.90

25350, -0.03, -0.08, 0.89

25653, -0.03, -0.08, 0.90

25956, -0.03, -0.07, 0.90

26259, -0.03, -0.08, 0.90

26562, -0.03, -0.07, 0.91

26866, -0.03, -0.08, 0.89

27169, -0.03, -0.07, 0.89

27472, -0.03, -0.07, 0.91

27776, -0.03, -0.08, 0.90

28080, -0.03, -0.08, 0.90

28383, -0.03, -0.07, 0.89

28686, -0.03, -0.07, 0.89

28989, -0.03, -0.08, 0.90

29293, -0.03, -0.08, 0.90

29596, -0.03, -0.08, 0.90

29899, -0.03, -0.08, 0.89

30202, -0.03, -0.08, 0.89

30507, -0.03, -0.07, 0.90

30810, -0.03, -0.08, 0.90

31113, -0.03, -0.07, 0.89

31416, -0.03, -0.08, 0.89

31720, -0.03, -0.07, 0.90

32023, -0.03, -0.08, 0.89

32326, -0.03, -0.08, 0.90

32629, -0.03, -0.08, 0.90

-32603, -0.03, -0.07, 0.90

-32300, -0.03, -0.07, 0.89

-31996, -0.03, -0.07, 0.90

-31693, -0.03, -0.07, 0.90

-31389, -0.03, -0.07, 0.89

-31086, -0.03, -0.08, 0.90

-30783, -0.03, -0.08, 0.90

-30480, -0.03, -0.08, 0.89

-30176, -0.03, -0.08, 0.90

-29873, -0.02, -0.08, 0.90

-29570, -0.03, -0.08, 0.90

-29266, -0.02, -0.08, 0.90

-28962, -0.03, -0.07, 0.89

-28659, -0.03, -0.07, 0.90

-28356, -0.03, -0.08, 0.90

-28053, -0.03, -0.07, 0.89

-27749, -0.03, -0.08, 0.89

-27446, -0.03, -0.08, 0.90

-27143, -0.03, -0.08, 0.90

-26840, -0.03, -0.07, 0.89

-26535, -0.03, -0.08, 0.89

-26232, -0.03, -0.08, 0.90

-25929, -0.03, -0.08, 0.90

-25626, -0.03, -0.07, 0.90

-25322, -0.03, -0.07, 0.89

-25019, -0.03, -0.07, 0.90

-24716, -0.03, -0.07, 0.90

-24413, -0.02, -0.08, 0.89

-24109, -0.03, -0.08, 0.90

-23805, -0.03, -0.07, 0.90

-23502, -0.03, -0.08, 0.90

-23199, -0.03, -0.08, 0.89

-22896, -0.03, -0.08, 0.90

-22592, -0.03, -0.08, 0.89

-22289, -0.03, -0.08, 0.89

-21986, -0.03, -0.07, 0.89

-21683, -0.03, -0.07, 0.90

-21379, -0.03, -0.07, 0.90

-21075, -0.03, -0.08, 0.90

-20772, -0.03, -0.08, 0.90

-20469, -0.03, -0.07, 0.89

-20165, -0.03, -0.07, 0.90

-19862, -0.03, -0.07, 0.90

-19559, -0.03, -0.07, 0.89

-19256, -0.03, -0.08, 0.89

-18952, -0.03, -0.07, 0.90

-18649, -0.03, -0.08, 0.90

-18345, -0.03, -0.08, 0.90

-18042, -0.03, -0.07, 0.89

-17738, -0.03, -0.07, 0.90

-17435, -0.03, -0.07, 0.89

-17132, -0.03, -0.07, 0.89

-16829, -0.03, -0.08, 0.90

-16525, -0.03, -0.08, 0.89

-16222, -0.03, -0.07, 0.89

-15919, -0.03, -0.07, 0.90

-15615, -0.03, -0.08, 0.90

-15311, -0.03, -0.08, 0.90

-15008, -0.03, -0.07, 0.90

-14705, -0.03, -0.07, 0.89

-14402, -0.02, -0.08, 0.90

-14098, -0.03, -0.08, 0.89

-13795, -0.03, -0.08, 0.90

-13492, -0.03, -0.08, 0.89

-13189, -0.03, -0.07, 0.89

-12884, -0.03, -0.08, 0.90

-12581, -0.03, -0.07, 0.89

-12278, -0.03, -0.07, 0.90

-11975, -0.03, -0.07, 0.90

-11671, -0.02, -0.08, 0.89

-11368, -0.03, -0.08, 0.90

-11065, -0.03, -0.08, 0.90

-10762, -0.03, -0.08, 0.90

-10458, -0.03, -0.08, 0.90

-10154, -0.02, -0.08, 0.90

-9851, -0.03, -0.08, 0.89

-9548, -0.03, -0.07, 0.89

-9244, -0.03, -0.08, 0.89

-8941, -0.03, -0.07, 0.89

-8638, -0.03, -0.07, 0.89

-8335, -0.03, -0.07, 0.90

-8032, -0.03, -0.07, 0.89

-7728, -0.03, -0.08, 0.90

-7424, -0.03, -0.07, 0.90

-7121, -0.03, -0.08, 0.89

-6818, -0.03, -0.07, 0.90

-6515, -0.03, -0.08, 0.90

-6211, -0.03, -0.08, 0.90

-5908, -0.03, -0.07, 0.89

-5605, -0.03, -0.08, 0.90

-5302, -0.03, -0.07, 0.90

-4999, -0.03, -0.08, 0.90

-4695, -0.02, -0.08, 0.90

-4391, -0.03, -0.08, 0.89

-4088, -0.03, -0.08, 0.89

-3785, -0.03, -0.08, 0.89

-3482, -0.03, -0.07, 0.90

-3178, -0.02, -0.07, 0.89

-2875, -0.02, -0.08, 0.90

-2572, -0.03, -0.07, 0.90

-2269, -0.02, -0.08, 0.89

-1966, -0.03, -0.08, 0.89

-1661, -0.03, -0.07, 0.89

-1358, -0.03, -0.08, 0.89

-1055, -0.03, -0.07, 0.90

-752, -0.03, -0.07, 0.89

-449, -0.03, -0.08, 0.89

-145, -0.03, -0.08, 0.89

158, -0.03, -0.08, 0.89

461, -0.03, -0.08, 0.89

764, -0.03, -0.08, 0.90

1068, -0.03, -0.08, 0.89

1371, -0.02, -0.08, 0.89

1675, -0.02, -0.08, 0.89

1978, -0.02, -0.08, 0.90

2281, -0.03, -0.08, 0.89

2584, -0.03, -0.07, 0.91

2887, -0.03, -0.08, 0.89

3191, -0.03, -0.08, 0.89

3494, -0.03, -0.07, 0.89

3798, -0.03, -0.07, 0.90

4101, -0.03, -0.08, 0.90

4404, -0.03, -0.07, 0.89

4708, -0.03, -0.08, 0.89

5011, -0.04, -0.08, 0.89

5314, -0.03, -0.07, 0.90

5617, -0.03, -0.08, 0.89

5920, -0.03, -0.08, 0.90

6224, -0.03, -0.07, 0.89

6528, -0.03, -0.07, 0.90

6831, -0.03, -0.08, 0.90

7134, -0.03, -0.08, 0.89

7437, -0.02, -0.07, 0.90

7741, -0.03, -0.08, 0.89

8044, -0.03, -0.07, 0.89

8347, -0.03, -0.07, 0.89

8650, -0.03, -0.08, 0.89

8953, -0.03, -0.08, 0.90

9257, -0.03, -0.07, 0.90

9561, -0.03, -0.08, 0.89

9864, -0.02, -0.08, 0.90

10167, -0.03, -0.08, 0.90

10470, -0.03, -0.08, 0.90

10774, -0.03, -0.08, 0.90

11077, -0.03, -0.08, 0.90

11380, -0.02, -0.08, 0.89

11683, -0.03, -0.08, 0.89

11987, -0.03, -0.08, 0.90

12291, -0.03, -0.08, 0.89

12594, -0.03, -0.07, 0.90

12897, -0.03, -0.07, 0.89

13201, -0.03, -0.08, 0.89

13504, -0.03, -0.08, 0.90

13807, -0.03, -0.08, 0.90

14110, -0.03, -0.07, 0.89

14414, -0.03, -0.08, 0.89

14717, -0.03, -0.07, 0.89

15021, -0.03, -0.07, 0.89

15324, -0.03, -0.08, 0.90

15627, -0.03, -0.08, 0.90

15931, -0.03, -0.07, 0.89

16234, -0.02, -0.08, 0.89

16537, -0.02, -0.08, 0.89

16840, -0.02, -0.08, 0.90

17144, -0.03, -0.08, 0.90

17447, -0.03, -0.08, 0.89

17751, -0.03, -0.08, 0.89

18054, -0.03, -0.07, 0.89

18358, -0.03, -0.07, 0.90

18661, -0.03, -0.08, 0.90

18964, -0.03, -0.07, 0.90

19267, -0.02, -0.08, 0.89

19571, -0.03, -0.08, 0.89

19874, -0.03, -0.07, 0.90

20177, -0.03, -0.08, 0.90

20481, -0.03, -0.07, 0.90

20785, -0.03, -0.08, 0.90

21088, -0.03, -0.08, 0.89

21391, -0.02, -0.08, 0.89

21694, -0.03, -0.08, 0.89

21998, -0.03, -0.07, 0.90

22301, -0.03, -0.08, 0.89

22604, -0.03, -0.07, 0.89

22907, -0.03, -0.08, 0.89

23212, -0.03, -0.07, 0.89

23515, -0.03, -0.08, 0.90

23818, -0.03, -0.07, 0.90

