time(s), x(g), y(g), z(g)
18553, -0.14, -0.77, 2.00

18607, -1.88, -1.29, -1.88

18661, 1.02, -0.56, 1.38

18714, -1.91, -1.74, -2.00

18767, 2.00, -0.63, 2.00

18821, -2.00, -1.23, -2.00

18874, 2.00, -1.03, 2.00

18927, -0.23, -0.91, -0.49

18980, 1.66, -0.72, 2.00

19034, -2.00, -0.67, 1.28

19088, 0.13, -0.80, 0.60

19141, -1.83, -1.21, -1.93

19194, -1.31, -1.42, -1.62

19248, -0.26, -0.66, -0.25

19301, -2.00, -1.79, -2.00

19354, 1.77, -0.57, 1.75

19407, -2.00, -1.35, -2.00

19462, 2.00, -0.83, 2.00

19515, -1.55, -1.22, -2.00

19568, 2.00, -1.05, 2.00

19621, -2.00, -1.53, -2.00

19675, 1.32, -0.80, 1.92

19728, -1.93, -1.57, -2.00

19781, -0.41, -1.13, -0.28

19834, -0.64, -0.97, -0.67

19889, -2.00, -1.70, -2.00

19942, 1.31, -0.71, 1.35

19995, 0.80, -1.30, -2.00

20048, 2.00, -0.98, 2.00

20102, -2.00, -1.52, -2.00

20155, 2.00, -0.73, 2.00

20208, -0.61, -1.47, -1.63

20262, 0.96, -0.55, 1.62

20316, 2.00, -0.95, 2.00

20369, 0.45, -0.54, 1.20

20422, 0.93, -0.59, 1.79

20475, 2.00, -0.37, 0.97

20529, 1.75, -0.75, 2.00

20582, -0.42, -0.76, -0.31

20635, -1.01, -1.61, -1.80

20689, 1.47, -1.18, 1.59

20743, -0.86, -1.33, -1.35

20796, 0.95, -0.94, 0.61

20849, -0.49, -0.43, -0.11

20902, 0.30, -1.04, 0.42

20956, 0.30, -1.14, 1.23

21009, 1.14, -1.31, 1.33

21062, 1.34, -1.05, 1.80

21116, -0.23, -0.66, 0.52

21170, -0.31, -1.75, -0.66

21223, 0.37, -0.89, 0.16

21276, -1.20, -0.53, -0.64

21329, 0.74, -0.95, 0.71

21383, 0.43, -1.73, -0.93

21436, 0.40, -0.82, -0.68

21489, 0.89, -0.68, 1.36

21543, 1.14, -1.20, 1.18

21597, 0.89, -0.79, 1.36

21650, 0.40, -0.89, 1.03

21703, 1.08, -1.67, 0.75

21756, 0.52, 0.16, 0.22

21810, -1.54, -0.80, 0.44

21863, 1.27, -2.00, -1.66

21916, 2.00, -0.59, -0.42

21970, 0.32, 0.41, -0.16

22024, -0.60, -2.00, -1.32

22077, 0.32, -1.39, 0.79

22130, -0.76, -2.00, -1.99

22183, 0.43, -0.90, 0.64

22237, 0.34, -0.95, 0.18

22290, -0.52, -1.44, -0.81

22344, -0.57, -1.59, -1.06

22397, 0.91, -0.68, 1.26

22451, -0.38, -1.50, -1.04

22504, -0.10, -1.06, -0.51

22557, 0.51, -0.93, 0.29

22610, 0.05, -1.19, -0.36

22664, 0.09, -1.12, -0.16

22717, 0.06, -1.19, -0.19

22771, -0.20, -1.11, -0.23

22824, -0.49, -1.18, -1.12

22878, 0.27, -0.98, 1.00

22931, 0.47, -1.07, 0.49

22984, 0.36, -1.07, 0.26

23037, -0.18, -0.91, -0.18

23091, 0.16, -1.05, 0.09

23144, -0.24, -1.14, -0.43

23198, -0.02, -1.15, -0.38

23251, 0.13, -1.23, 0.00

23305, 0.28, -1.04, 0.16

23358, 0.16, -1.18, -0.27

23411, 0.16, -0.89, -0.17

23464, 0.01, -1.20, -0.01

23518, 0.37, -0.73, 0.15

23571, 0.03, -1.19, -0.11

23625, 0.30, -0.98, -0.11

23678, 0.47, -1.06, 0.07

23732, 0.00, -1.05, -0.09

23785, -0.07, -1.15, -0.38

23838, 0.04, -1.03, -0.15

23891, -0.10, -1.10, -0.20

23945, 0.07, -1.02, 0.07

23998, 0.14, -1.14, -0.12

24052, 0.05, -0.97, -0.04

24105, 0.13, -1.10, -0.20

24159, 0.14, -0.96, -0.01

24212, 0.07, -1.07, -0.08

24265, 0.11, -1.04, -0.17

24318, 0.12, -1.08, -0.14

24372, 0.14, -1.05, -0.13

24425, 0.09, -1.08, -0.09

24478, 0.14, -1.05, -0.07

24532, 0.11, -1.06, -0.10

24586, 0.10, -1.06, -0.12

24639, 0.12, -1.05, -0.06

24692, 0.11, -1.05, -0.08

24745, 0.12, -1.06, -0.09

24799, 0.10, -1.07, -0.09

24852, 0.11, -1.07, -0.09

24905, 0.11, -1.06, -0.10

24960, 0.11, -1.06, -0.09

25013, 0.11, -1.06, -0.10

25066, 0.11, -1.07, -0.10

25119, 0.11, -1.06, -0.10

25172, 0.11, -1.06, -0.09

25226, 0.11, -1.06, -0.09

25279, 0.12, -1.07, -0.10

25332, 0.11, -1.06, -0.10

25387, 0.11, -1.07, -0.10

25440, 0.11, -1.06, -0.10

25493, 0.11, -1.07, -0.10

25546, 0.11, -1.07, -0.09

25600, 0.11, -1.07, -0.10

25653, 0.11, -1.06, -0.09

25706, 0.11, -1.07, -0.10

25759, 0.11, -1.06, -0.10

25814, 0.11, -1.06, -0.09

25867, 0.11, -1.06, -0.10

25920, 0.11, -1.06, -0.10

25973, 0.11, -1.06, -0.09

26027, 0.11, -1.06, -0.10

26080, 0.11, -1.06, -0.09

26133, 0.11, -1.06, -0.09

26186, 0.11, -1.06, -0.09

26241, 0.11, -1.07, -0.10

26294, 0.11, -1.06, -0.10

26347, 0.11, -1.06, -0.10

26400, 0.11, -1.07, -0.10

26454, 0.11, -1.06, -0.09

26507, 0.11, -1.06, -0.09

26560, 0.11, -1.06, -0.10

26613, 0.11, -1.06, -0.09

26668, 0.11, -1.06, -0.10

26721, 0.11, -1.06, -0.10

26774, 0.11, -1.06, -0.10

26827, 0.11, -1.06, -0.10

26881, 0.11, -1.06, -0.09

26934, 0.11, -1.07, -0.10

26987, 0.11, -1.07, -0.10

27040, 0.11, -1.07, -0.10

27094, 0.11, -1.06, -0.10

27148, 0.11, -1.06, -0.09

27201, 0.12, -1.07, -0.10

27254, 0.11, -1.06, -0.10

27308, 0.11, -1.07, -0.10

27361, 0.11, -1.06, -0.10

27414, 0.11, -1.06, -0.10

27467, 0.11, -1.07, -0.09

27521, 0.11, -1.06, -0.09

27575, 0.11, -1.06, -0.10

27628, 0.11, -1.06, -0.09

27681, 0.11, -1.06, -0.10

27735, 0.11, -1.06, -0.10

27788, 0.11, -1.06, -0.10

27841, 0.11, -1.06, -0.10

27894, 0.11, -1.06, -0.09

27948, 0.11, -1.06, -0.09

28002, 0.11, -1.07, -0.09

28055, 0.11, -1.07, -0.10

28108, 0.12, -1.06, -0.09

28162, 0.11, -1.06, -0.09

28215, 0.11, -1.06, -0.09

28268, 0.11, -1.06, -0.09

28321, 0.11, -1.06, -0.09

28375, 0.12, -1.07, -0.10

28429, 0.11, -1.06, -0.10

28482, 0.11, -1.06, -0.10

28535, 0.11, -1.07, -0.09

28589, 0.11, -1.06, -0.10

28642, 0.11, -1.06, -0.09

28695, 0.11, -1.06, -0.09

28748, 0.12, -1.06, -0.10

28802, 0.11, -1.06, -0.09

28856, 0.11, -1.07, -0.10

28909, 0.11, -1.06, -0.09

28962, 0.11, -1.06, -0.09

29016, 0.11, -1.06, -0.10

29069, 0.11, -1.06, -0.10

29122, 0.11, -1.06, -0.10

29175, 0.11, -1.07, -0.09

29229, 0.11, -1.06, -0.10

29283, 0.11, -1.06, -0.10

29336, 0.11, -1.06, -0.10

29389, 0.11, -1.06, -0.10

29443, 0.11, -1.06, -0.09

29496, 0.11, -1.07, -0.09

29549, 0.11, -1.06, -0.10

29602, 0.11, -1.06, -0.09

29656, 0.11, -1.06, -0.09

29710, 0.11, -1.07, -0.09

29763, 0.11, -1.07, -0.10

29816, 0.11, -1.06, -0.10

29870, 0.11, -1.06, -0.10

29923, 0.11, -1.07, -0.10

29976, 0.11, -1.07, -0.10

30029, 0.11, -1.06, -0.10

30083, 0.11, -1.07, -0.10

30137, 0.12, -1.07, -0.10

30190, 0.12, -1.07, -0.10

30243, 0.11, -1.06, -0.10

30297, 0.11, -1.07, -0.09

30350, 0.11, -1.07, -0.09

30403, 0.11, -1.07, -0.10

30456, 0.11, -1.06, -0.11

30510, 0.11, -1.06, -0.10

30564, 0.11, -1.06, -0.10

30617, 0.11, -1.06, -0.10

30670, 0.11, -1.06, -0.09

30724, 0.11, -1.07, -0.09

30777, 0.11, -1.06, -0.09

30830, 0.11, -1.07, -0.10

30883, 0.11, -1.06, -0.09

30937, 0.11, -1.06, -0.09

30990, 0.11, -1.06, -0.09

31044, 0.11, -1.06, -0.10

31097, 0.11, -1.06, -0.10

31151, 0.11, -1.07, -0.10

31204, 0.11, -1.07, -0.09

31257, 0.11, -1.07, -0.10

31310, 0.11, -1.06, -0.10

31364, 0.11, -1.07, -0.10

31417, 0.11, -1.07, -0.09

31471, 0.11, -1.06, -0.10

31524, 0.11, -1.06, -0.09

31578, 0.11, -1.07, -0.09

31631, 0.11, -1.06, -0.10

31684, 0.11, -1.06, -0.10

31737, 0.11, -1.06, -0.09

31791, 0.11, -1.06, -0.10

31844, 0.11, -1.06, -0.10

31898, 0.11, -1.06, -0.10

31951, 0.11, -1.06, -0.10

32005, 0.11, -1.06, -0.10

32058, 0.11, -1.06, -0.09

32111, 0.11, -1.06, -0.10

32164, 0.11, -1.07, -0.09

32218, 0.11, -1.06, -0.09

32271, 0.11, -1.06, -0.10

32325, 0.11, -1.07, -0.10

32378, 0.11, -1.06, -0.09

32432, 0.11, -1.06, -0.09

32485, 0.11, -1.07, -0.09

32538, 0.11, -1.07, -0.09

32591, 0.11, -1.06, -0.09

32645, 0.11, -1.06, -0.10

32698, 0.11, -1.06, -0.09

32752, 0.11, -1.06, -0.09

32805, 0.11, -1.07, -0.10

32859, 0.11, -1.06, -0.10

32912, 0.11, -1.07, -0.10

32965, 0.11, -1.06, -0.09

33018, 0.11, -1.06, -0.10

33072, 0.11, -1.06, -0.09

33125, 0.11, -1.06, -0.10

33179, 0.11, -1.07, -0.09

33232, 0.11, -1.07, -0.09

33286, 0.11, -1.06, -0.09

33339, 0.11, -1.06, -0.09

33392, 0.11, -1.06, -0.10

33445, 0.11, -1.07, -0.10

33499, 0.11, -1.06, -0.09

33552, 0.11, -1.07, -0.10

33605, 0.11, -1.06, -0.10

33659, 0.11, -1.06, -0.10

33713, 0.11, -1.06, -0.10

